survey_year,stratum,survey_species,estimate,standard_error
1988,10,CANV,5352,1987
1988,10,GOLD,9915,6526
1988,10,MALL,25350,17356
1988,10,MERG,2451,1022
1988,10,NOPI,235169,120454
1988,10,NSHO,37522,25133
1988,10,RNDU,4980,3732
1988,10,SCAU,27376,16548
1988,10,SWAN,4950,1590
1988,11,AGWT,22356,7773
1988,11,AMWI,83781,30935
1988,11,BUFF,1658,899
1988,11,CAGO,51824,51824
1988,11,CANV,1085,682
1988,11,GOLD,2411,2362
1988,11,MALL,55839,14612
1988,11,MERG,1703,930
1988,11,NOPI,154610,54122
1988,11,NSHO,55339,15962
1988,11,RNDU,1346,902
1988,11,SCAU,45029,9448
1988,11,SWAN,3567,1222
1988,12,AGWT,2575,2434
1988,12,AMWI,42508,13552
1988,12,BWTE,1128,1067
1988,12,CAGO,3003,3003
1988,12,CANV,16170,11732
1988,12,GADW,1661,1401
1988,12,GOLD,3946,1525
1988,12,MALL,6890,4553
1988,12,MERG,2091,1051
1988,12,NOPI,24482,4218
1988,12,NSHO,6495,1088
1988,12,REDH,340,321
1988,12,RNDU,5285,2827
1988,12,SCAU,78468,17293
1988,12,SWAN,2079,476
1988,13,AGWT,19355,11595
1988,13,AMWI,59631,29813
1988,13,BUFF,607,607
1988,13,CAGO,2275,2275
1988,13,CANV,23452,8587
1988,13,GOLD,3954,3954
1988,13,MALL,76921,29569
1988,13,NOPI,30299,12448
1988,13,NSHO,19141,7453
1988,13,REDH,426,426
1988,13,RNDU,1103,1103
1988,13,SCAU,85861,40837
1988,13,SWAN,6580,1846
1988,14,AGWT,27276,14194
1988,14,AMWI,175572,44943
1988,14,BUFF,12501,3172
1988,14,CAGO,43276,43276
1988,14,CANV,2253,2266
1988,14,GOLD,12538,8255
1988,14,MALL,66626,19266
1988,14,MERG,5535,2110
1988,14,NOPI,43406,17891
1988,14,NSHO,4552,4515
1988,14,RNDU,14869,7414
1988,14,RUDU,2580,2595
1988,14,SCAU,788321,136632
1988,14,SWAN,38685,22052
1988,15,AGWT,51310,12290
1988,15,AMWI,63879,9986
1988,15,BUFF,18606,6535
1988,15,CAGO,83994,83994
1988,15,CANV,9689,2934
1988,15,GOLD,3369,2599
1988,15,MALL,40926,8131
1988,15,NOPI,7466,873
1988,15,NSHO,3262,4068
1988,15,RNDU,7521,5687
1988,15,SCAU,234766,87026
1988,16,AGWT,28796,20665
1988,16,AMWI,45628,20077
1988,16,BUFF,21658,10182
1988,16,CAGO,33844,33844
1988,16,CANV,3172,2282
1988,16,GOLD,4412,4683
1988,16,MALL,78715,28999
1988,16,MERG,22597,9053
1988,16,NOPI,9776,5676
1988,16,NSHO,12815,11469
1988,16,SCAU,218992,78458
1988,16,SWAN,6119,2751
1988,17,AGWT,262540,82790
1988,17,AMCO,36098,16981
1988,17,AMWI,173330,66564
1988,17,BUFF,105414,24852
1988,17,BWTE,57501,20348
1988,17,CAGO,25070,25070
1988,17,CANV,9640,5951
1988,17,GADW,7054,3087
1988,17,GOLD,15085,7089
1988,17,MALL,206135,53666
1988,17,MERG,592,591
1988,17,NOPI,53232,18144
1988,17,NSHO,92498,31152
1988,17,REDH,7223,6258
1988,17,RNDU,45835,16083
1988,17,RUDU,6898,2713
1988,17,SCAU,389290,68759
1988,18,AGWT,61355,23244
1988,18,AMCO,2045,2045
1988,18,AMWI,81014,20849
1988,18,BUFF,49991,19324
1988,18,BWTE,17917,13891
1988,18,CANV,9011,5803
1988,18,GADW,5276,5490
1988,18,GOLD,3134,2456
1988,18,MALL,66610,20727
1988,18,MERG,1107,1149
1988,18,NOPI,9258,7088
1988,18,NSHO,9102,4642
1988,18,RNDU,27981,9606
1988,18,SCAU,227316,111065
1988,20,AGWT,8902,2975
1988,20,AMCO,161692,76984
1988,20,AMWI,17311,4271
1988,20,BUFF,4109,842
1988,20,BWTE,36691,13199
1988,20,CAGO,39520,39520
1988,20,CANV,2942,1874
1988,20,GADW,2818,754
1988,20,GOLD,1488,1018
1988,20,MALL,44621,14583
1988,20,MERG,2562,2472
1988,20,NOPI,18271,11242
1988,20,NSHO,18728,6067
1988,20,REDH,4809,1007
1988,20,RNDU,2491,681
1988,20,RUDU,612,313
1988,20,SCAU,10889,3755
1988,20,SWAN,206,198
1988,21,AGWT,31892,12204
1988,21,AMCO,46980,28490
1988,21,AMWI,58275,15676
1988,21,BUFF,23066,7931
1988,21,BWTE,32013,20262
1988,21,CAGO,23314,23314
1988,21,CANV,1725,1229
1988,21,GADW,1347,1334
1988,21,GOLD,7999,4066
1988,21,MALL,192132,45501
1988,21,MERG,53112,27172
1988,21,NOPI,5908,2652
1988,21,NSHO,17037,6986
1988,21,REDH,3791,2637
1988,21,RNDU,34864,13037
1988,21,SCAU,103706,23690
1988,22,AGWT,47377,12287
1988,22,AMCO,43561,18154
1988,22,AMWI,54945,16511
1988,22,BUFF,24788,7557
1988,22,BWTE,135580,39570
1988,22,CAGO,12799,12799
1988,22,CANV,9155,5324
1988,22,GADW,13307,4816
1988,22,GOLD,12296,4311
1988,22,MALL,179676,31407
1988,22,MERG,30399,16375
1988,22,NOPI,3243,2478
1988,22,NSHO,22958,11421
1988,22,REDH,6434,3082
1988,22,RNDU,41504,10452
1988,22,SCAU,70778,21148
1988,23,AGWT,63237,18232
1988,23,AMCO,9598,5927
1988,23,AMWI,51762,12456
1988,23,BUFF,25065,7143
1988,23,BWTE,200873,119087
1988,23,CAGO,26948,26948
1988,23,CANV,6461,5152
1988,23,GADW,4126,2799
1988,23,GOLD,14707,9633
1988,23,MALL,276091,91804
1988,23,MERG,73875,30060
1988,23,NOPI,1207,1182
1988,23,NSHO,14238,7821
1988,23,REDH,1408,1379
1988,23,RNDU,122956,55999
1988,23,SCAU,146918,51339
1988,24,AGWT,56048,14240
1988,24,AMCO,58670,30286
1988,24,AMWI,99129,21038
1988,24,BUFF,13964,4358
1988,24,BWTE,117115,69512
1988,24,CAGO,63282,63282
1988,24,CANV,13908,14296
1988,24,GADW,3831,2190
1988,24,GOLD,4552,1860
1988,24,MALL,265239,58643
1988,24,MERG,66720,32729
1988,24,NOPI,2521,1764
1988,24,NSHO,11017,4717
1988,24,REDH,2452,2038
1988,24,RNDU,91891,19462
1988,24,RUDU,2810,2891
1988,24,SCAU,97635,33342
1988,25,AGWT,13794,3436
1988,25,AMCO,182046,54059
1988,25,AMWI,16634,5001
1988,25,BUFF,4124,1916
1988,25,BWTE,171140,45513
1988,25,CAGO,21428,21428
1988,25,CANV,18574,4685
1988,25,GADW,13791,6448
1988,25,GOLD,10923,6706
1988,25,MALL,66918,20012
1988,25,MERG,16767,7068
1988,25,NOPI,2792,412
1988,25,NSHO,22980,6778
1988,25,REDH,7422,2497
1988,25,RNDU,31225,9321
1988,25,RUDU,10719,6052
1988,25,SCAU,42032,7256
1988,26,AGWT,137365,44119
1988,26,AMCO,110879,70458
1988,26,AMWI,44176,13300
1988,26,BUFF,43658,11716
1988,26,BWTE,416535,95219
1988,26,CAGO,48764,48764
1988,26,CANV,32057,6685
1988,26,GADW,185616,50433
1988,26,GOLD,30125,15525
1988,26,MALL,412480,81292
1988,26,MERG,13249,10116
1988,26,NOPI,58086,19589
1988,26,NSHO,90146,25688
1988,26,POND,229287,36955
1988,26,REDH,78129,44281
1988,26,RNDU,28167,8901
1988,26,RUDU,53580,13973
1988,26,SCAU,256718,92060
1988,27,AGWT,5544,2778
1988,27,AMCO,11857,9481
1988,27,AMWI,15588,7366
1988,27,BUFF,469,462
1988,27,BWTE,87584,20214
1988,27,CAGO,7656,7656
1988,27,CANV,6390,6586
1988,27,GADW,29635,10315
1988,27,MALL,77985,12276
1988,27,NOPI,30913,6893
1988,27,NSHO,34515,11171
1988,27,POND,61562,11147
1988,27,REDH,2463,2521
1988,27,RNDU,2774,2733
1988,27,RUDU,7663,7551
1988,27,SCAU,25629,15271
1988,28,AGWT,7802,3087
1988,28,AMCO,35360,25974
1988,28,AMWI,13437,4774
1988,28,BUFF,1101,1101
1988,28,BWTE,47338,20173
1988,28,CAGO,15580,15580
1988,28,CANV,5995,1901
1988,28,GADW,29790,14863
1988,28,MALL,66687,20667
1988,28,MERG,6350,5325
1988,28,NOPI,47130,10695
1988,28,NSHO,19461,5338
1988,28,POND,52705,5121
1988,28,REDH,4000,2179
1988,28,RNDU,2277,1450
1988,28,SCAU,37471,20045
1988,29,AGWT,11332,5395
1988,29,AMCO,8051,6134
1988,29,AMWI,12285,7267
1988,29,BUFF,5579,4576
1988,29,BWTE,1448,1423
1988,29,CAGO,23546,23546
1988,29,CANV,10327,5285
1988,29,GADW,11403,5137
1988,29,GOLD,1510,1535
1988,29,MALL,70274,21177
1988,29,MERG,1961,1983
1988,29,NOPI,35265,11544
1988,29,NSHO,21454,12287
1988,29,POND,74322,17873
1988,29,REDH,1081,930
1988,29,RNDU,2109,1338
1988,29,RUDU,16652,16938
1988,29,SCAU,25339,13109
1988,29,SWAN,155,152
1988,30,AGWT,26063,11726
1988,30,AMCO,227092,135873
1988,30,AMWI,60175,25092
1988,30,BUFF,9149,5588
1988,30,BWTE,140707,72806
1988,30,CAGO,16802,16802
1988,30,CANV,35965,14557
1988,30,GADW,109127,39931
1988,30,MALL,348865,100569
1988,30,MERG,3630,3094
1988,30,NOPI,22448,6209
1988,30,NSHO,130948,123236
1988,30,POND,217588,47594
1988,30,REDH,78802,28011
1988,30,RNDU,9372,4095
1988,30,RUDU,13679,7512
1988,30,SCAU,168891,84522
1988,31,AGWT,34017,10549
1988,31,AMCO,380827,230001
1988,31,AMWI,53586,19006
1988,31,BUFF,4573,2537
1988,31,BWTE,230701,122883
1988,31,CAGO,35638,35638
1988,31,CANV,42408,12921
1988,31,GADW,90201,36420
1988,31,GOLD,2857,2804
1988,31,MALL,412263,117597
1988,31,MERG,927,939
1988,31,NOPI,23100,9177
1988,31,NSHO,135741,125859
1988,31,POND,378725,84045
1988,31,REDH,91226,32212
1988,31,RNDU,17460,7363
1988,31,RUDU,24026,8524
1988,31,SCAU,121316,54020
1988,32,AGWT,9181,5962
1988,32,AMCO,127365,80354
1988,32,AMWI,46710,18593
1988,32,BWTE,183841,86048
1988,32,CAGO,28253,28253
1988,32,CANV,17344,5750
1988,32,GADW,109322,41910
1988,32,MALL,356340,91221
1988,32,MERG,1260,1255
1988,32,NOPI,29410,7099
1988,32,NSHO,56835,52491
1988,32,POND,149146,15141
1988,32,REDH,6769,4732
1988,32,RNDU,2034,1410
1988,32,RUDU,2968,2460
1988,32,SCAU,39214,17794
1988,32,SWAN,531,527
1988,33,AGWT,1246,1206
1988,33,AMCO,7701,6417
1988,33,AMWI,4454,2289
1988,33,BWTE,62212,34837
1988,33,CAGO,8367,8367
1988,33,CANV,507,491
1988,33,GADW,14622,6893
1988,33,MALL,61835,24064
1988,33,NOPI,19200,5137
1988,33,NSHO,50754,49274
1988,33,POND,37148,7683
1988,33,RUDU,3761,3642
1988,33,SCAU,4516,3385
1988,34,AGWT,13414,4374
1988,34,AMCO,172711,133651
1988,34,AMWI,20153,5303
1988,34,BUFF,1730,1223
1988,34,BWTE,78695,20374
1988,34,CAGO,17633,17633
1988,34,CANV,20546,6500
1988,34,GADW,36425,9930
1988,34,GOLD,732,750
1988,34,MALL,159487,37692
1988,34,NOPI,17379,4165
1988,34,NSHO,37127,15206
1988,34,POND,213804,45756
1988,34,REDH,9046,3403
1988,34,RNDU,1816,1318
1988,34,RUDU,15696,12727
1988,34,SCAU,22554,7992
1988,34,SWAN,2775,2492
1988,35,AGWT,8735,4946
1988,35,AMCO,14991,11114
1988,35,AMWI,9052,3600
1988,35,BUFF,4967,4733
1988,35,BWTE,59187,15128
1988,35,CAGO,9528,9528
1988,35,CANV,2247,1471
1988,35,GADW,16511,4717
1988,35,GOLD,700,670
1988,35,MALL,50439,12202
1988,35,NOPI,2217,579
1988,35,NSHO,16903,6681
1988,35,POND,63390,13036
1988,35,REDH,3463,1382
1988,35,RUDU,1113,1011
1988,35,SCAU,10419,9213
1988,35,SWAN,144,137
1988,36,AGWT,1868,487
1988,36,AMCO,77559,68947
1988,36,AMWI,2578,1618
1988,36,BUFF,3253,1520
1988,36,BWTE,9691,2598
1988,36,CAGO,14041,14041
1988,36,CANV,1104,1031
1988,36,GADW,1311,807
1988,36,GOLD,13757,6559
1988,36,MALL,28206,10574
1988,36,MERG,7145,4916
1988,36,NOPI,968,904
1988,36,NSHO,2870,1127
1988,36,POND,108225,27783
1988,36,REDH,3140,2401
1988,36,RNDU,975,471
1988,36,SCAU,4094,1199
1988,37,AGWT,12236,3688
1988,37,AMCO,141144,95614
1988,37,AMWI,11082,5813
1988,37,BUFF,17483,10198
1988,37,BWTE,63010,16266
1988,37,CAGO,34936,34936
1988,37,CANV,10380,3693
1988,37,GADW,16436,5712
1988,37,GOLD,9858,6138
1988,37,MALL,106318,18946
1988,37,MERG,4000,3222
1988,37,NOPI,13008,2841
1988,37,NSHO,39664,8442
1988,37,POND,318522,51503
1988,37,REDH,17578,8352
1988,37,RNDU,10921,3386
1988,37,RUDU,25454,11760
1988,37,SCAU,30649,10210
1988,37,SWAN,253,210
1988,38,AGWT,520,594
1988,38,AMCO,37728,35210
1988,38,AMWI,1148,504
1988,38,BUFF,604,690
1988,38,BWTE,22937,9297
1988,38,GADW,3407,1809
1988,38,MALL,18345,5327
1988,38,NOPI,539,617
1988,38,NSHO,4339,1971
1988,38,POND,43372,10155
1988,38,REDH,1943,1472
1988,38,RNDU,1086,1239
1988,38,SCAU,869,401
1988,39,AGWT,5893,1519
1988,39,AMCO,189770,132129
1988,39,AMWI,3844,1760
1988,39,BUFF,3421,2830
1988,39,BWTE,48040,8316
1988,39,CAGO,298,298
1988,39,CANV,8757,2165
1988,39,GADW,9773,3075
1988,39,MALL,47558,8515
1988,39,MERG,342,329
1988,39,NOPI,6941,1334
1988,39,NSHO,27750,10045
1988,39,POND,48774,6795
1988,39,REDH,13007,5190
1988,39,RNDU,7459,1969
1988,39,RUDU,18389,11536
1988,39,SCAU,36344,15464
1988,39,SWAN,2804,2496
1988,40,AGWT,4006,1601
1988,40,AMCO,145609,101844
1988,40,AMWI,8291,1408
1988,40,BUFF,4263,2252
1988,40,BWTE,54175,6906
1988,40,CAGO,3903,3903
1988,40,CANV,17223,3263
1988,40,GADW,25607,6228
1988,40,MALL,73066,10755
1988,40,NOPI,12110,2874
1988,40,NSHO,25203,6721
1988,40,POND,113578,15378
1988,40,REDH,10473,3879
1988,40,RNDU,5577,3209
1988,40,RUDU,13541,4189
1988,40,SCAU,37068,18744
1988,41,AGWT,9804,8774
1988,41,AMCO,30706,16434
1988,41,AMWI,20918,9233
1988,41,BUFF,4141,1990
1988,41,BWTE,57484,23491
1988,41,CAGO,39900,39900
1988,41,CANV,792,647
1988,41,GADW,20586,6270
1988,41,MALL,122253,32997
1988,41,NOPI,29462,6782
1988,41,NSHO,25454,9296
1988,41,POND,78290,9932
1988,41,REDH,2286,1680
1988,41,RNDU,445,322
1988,41,RUDU,25099,25081
1988,41,SCAU,45245,10840
1988,42,AGWT,2239,1518
1988,42,AMCO,64809,38531
1988,42,AMWI,23123,8948
1988,42,BWTE,26020,14028
1988,42,CAGO,27212,27212
1988,42,CANV,1357,804
1988,42,GADW,10119,7430
1988,42,MALL,95745,16659
1988,42,MERG,1416,1379
1988,42,NOPI,32141,8828
1988,42,NSHO,8238,3560
1988,42,POND,91972,11267
1988,42,REDH,435,419
1988,42,RNDU,762,825
1988,42,SCAU,10658,2965
1988,43,AGWT,3017,2303
1988,43,AMCO,21479,16845
1988,43,AMWI,6926,4629
1988,43,BWTE,91701,39524
1988,43,CAGO,5626,5626
1988,43,CANV,457,467
1988,43,GADW,43152,23511
1988,43,MALL,73771,13660
1988,43,NOPI,32814,7811
1988,43,NSHO,29840,11714
1988,43,POND,94705,16345
1988,43,REDH,440,437
1988,43,RNDU,6930,2798
1988,43,SCAU,7182,6298
1988,44,AGWT,5905,4057
1988,44,AMCO,7806,6723
1988,44,AMWI,18716,8101
1988,44,BUFF,1458,920
1988,44,BWTE,124802,48674
1988,44,CAGO,35652,35652
1988,44,CANV,3067,2236
1988,44,GADW,27165,10458
1988,44,MALL,110777,23174
1988,44,MERG,1601,1212
1988,44,NOPI,40690,13736
1988,44,NSHO,21729,11771
1988,44,POND,92544,12630
1988,44,REDH,492,476
1988,44,RNDU,3444,1160
1988,44,SCAU,5522,3826
1988,45,AGWT,17568,7282
1988,45,AMCO,150722,70993
1988,45,AMWI,17578,5285
1988,45,BUFF,494,516
1988,45,BWTE,255477,47180
1988,45,CAGO,9486,9486
1988,45,CANV,14372,5402
1988,45,GADW,154861,41283
1988,45,MALL,178286,27096
1988,45,NOPI,62698,22322
1988,45,NSHO,49920,18038
1988,45,POND,135420,21430
1988,45,REDH,24599,10626
1988,45,RNDU,2629,1263
1988,45,RUDU,5161,2446
1988,45,SCAU,40607,19821
1988,46,AGWT,7757,2794
1988,46,AMCO,251843,88877
1988,46,AMWI,16287,6449
1988,46,BWTE,204422,37645
1988,46,CAGO,2917,2917
1988,46,CANV,4419,1924
1988,46,GADW,95096,31984
1988,46,MALL,98256,21274
1988,46,NOPI,52945,18216
1988,46,NSHO,38666,13356
1988,46,POND,74764,10830
1988,46,REDH,30157,14354
1988,46,RNDU,898,612
1988,46,RUDU,7478,3749
1988,46,SCAU,35255,19407
1988,47,AMCO,5036,4210
1988,47,BWTE,2327,2521
1988,47,GADW,1838,1781
1988,47,MALL,4633,1709
1988,47,NOPI,1264,1227
1988,47,POND,8748,3177
1988,48,AGWT,14761,6147
1988,48,AMCO,281932,110347
1988,48,AMWI,20480,7502
1988,48,BUFF,900,602
1988,48,BWTE,315381,46564
1988,48,CAGO,15111,15111
1988,48,CANV,4112,2189
1988,48,GADW,155412,40799
1988,48,MALL,162911,23824
1988,48,MERG,494,484
1988,48,NOPI,61898,21137
1988,48,NSHO,38250,13299
1988,48,POND,99859,12839
1988,48,REDH,14781,5455
1988,48,RNDU,1595,1155
1988,48,RUDU,717,646
1988,48,SCAU,33050,17522
1988,49,AGWT,4863,2795
1988,49,AMCO,146625,64383
1988,49,AMWI,9615,3698
1988,49,BUFF,534,430
1988,49,BWTE,176952,41688
1988,49,CAGO,6401,6401
1988,49,CANV,443,489
1988,49,GADW,39899,19746
1988,49,MALL,100432,23087
1988,49,NOPI,15827,5259
1988,49,NSHO,24388,10456
1988,49,POND,114356,12205
1988,49,REDH,3992,2162
1988,49,RNDU,631,510
1988,49,RUDU,2456,1718
1988,49,SCAU,24584,14705
1988,50,ABDU,24647,19207
1988,50,AGWT,63920,21275
1988,50,AMWI,36524,9398
1988,50,BUFF,28298,11193
1988,50,CAGO,75489,75489
1988,50,GADW,1765,1767
1988,50,GOLD,111109,34416
1988,50,MALL,490771,104967
1988,50,MERG,156605,52696
1988,50,RNDU,75987,22650
1988,50,SCAU,77004,25222
1988,75,AGWT,99453,49404
1988,75,AMCO,3382,2641
1988,75,AMWI,50535,28189
1988,75,BUFF,29621,5366
1988,75,BWTE,135721,45379
1988,75,CAGO,11915,11915
1988,75,CANV,6199,4871
1988,75,GADW,42201,32853
1988,75,GOLD,1728,2086
1988,75,MALL,148212,23304
1988,75,MERG,21886,17416
1988,75,NOPI,8913,6948
1988,75,NSHO,16706,1997
1988,75,RNDU,5773,4521
1988,75,SCAU,53166,17535
1988,76,AGWT,71772,12914
1988,76,AMCO,1540,1203
1988,76,AMWI,56850,9484
1988,76,BUFF,46244,13123
1988,76,BWTE,74159,22242
1988,76,CAGO,15372,15372
1988,76,GADW,7951,9714
1988,76,GOLD,7082,5642
1988,76,MALL,149606,35363
1988,76,NOPI,1739,1356
1988,76,NSHO,2282,1783
1988,76,REDH,2034,1585
1988,76,RNDU,9200,3579
1988,76,SCAU,19467,10875
1988,76,SWAN,654,654
1988,77,AGWT,423397,137205
1988,77,AMCO,27992,17772
1988,77,AMWI,202184,60633
1988,77,BUFF,157611,36729
1988,77,BWTE,258414,75287
1988,77,CAGO,33587,33587
1988,77,CANV,1338,1450
1988,77,GADW,3142,2241
1988,77,GOLD,9328,4550
1988,77,MALL,426218,118279
1988,77,MERG,8532,4156
1988,77,NOPI,16496,5851
1988,77,NSHO,79358,32355
1988,77,REDH,3214,2598
1988,77,RNDU,64402,20125
1988,77,RUDU,7674,3842
1988,77,SCAU,311840,110639
1988,77,SWAN,517,517
1989,1,AGWT,977,958
1989,1,AMWI,402,394
1989,1,CAGO,2065,2065
1989,1,CANV,535,525
1989,1,GOLD,2181,1140
1989,1,MALL,5701,2589
1989,1,MERG,841,575
1989,1,NOPI,2490,1197
1989,1,NSHO,1844,1159
1989,1,SCAU,1903,492
1989,1,SWAN,495,327
1989,2,AGWT,10659,4282
1989,2,AMWI,19186,9768
1989,2,BUFF,10040,3643
1989,2,GOLD,3786,1917
1989,2,MALL,3217,1592
1989,2,MERG,191,197
1989,2,NOPI,5470,2831
1989,2,NSHO,1006,1037
1989,2,RNDU,1811,1017
1989,2,SCAU,36604,6402
1989,2,SWAN,6825,2662
1989,3,AGWT,52571,16124
1989,3,AMWI,68229,16704
1989,3,BUFF,22530,12323
1989,3,CAGO,1221,1221
1989,3,CANV,18341,9735
1989,3,GOLD,12448,6653
1989,3,MALL,58419,15713
1989,3,MERG,538,398
1989,3,NOPI,57940,14809
1989,3,NSHO,53384,11895
1989,3,RNDU,14177,7060
1989,3,RUDU,836,863
1989,3,SCAU,92251,36111
1989,3,SWAN,4086,1173
1989,4,AGWT,115122,31001
1989,4,AMWI,194871,25912
1989,4,BUFF,14056,4088
1989,4,CAGO,17155,17155
1989,4,CANV,59776,28148
1989,4,GOLD,6815,3195
1989,4,MALL,164047,23364
1989,4,MERG,344,342
1989,4,NOPI,179941,42794
1989,4,NSHO,86902,14826
1989,4,REDH,1678,1186
1989,4,RNDU,3260,3410
1989,4,SCAU,219543,37378
1989,4,SWAN,405,380
1989,5,AGWT,19219,8425
1989,5,AMWI,16378,4707
1989,5,BUFF,287,277
1989,5,CAGO,18746,18746
1989,5,CANV,13724,6998
1989,5,GOLD,9473,4437
1989,5,MALL,15466,6452
1989,5,MERG,197,190
1989,5,NOPI,40810,9705
1989,5,NSHO,33161,11752
1989,5,SCAU,6051,782
1989,5,SWAN,618,340
1989,6,AGWT,24583,7672
1989,6,AMWI,31464,3850
1989,6,BUFF,4192,1021
1989,6,BWTE,1057,1065
1989,6,CAGO,1480,1480
1989,6,CANV,1247,589
1989,6,GOLD,1848,1005
1989,6,MALL,23445,4745
1989,6,NOPI,29000,5644
1989,6,NSHO,8935,2339
1989,6,RNDU,2475,774
1989,6,SCAU,32946,6154
1989,6,SWAN,1230,642
1989,7,AGWT,4619,2478
1989,7,AMWI,3070,1732
1989,7,CAGO,25530,25530
1989,7,CANV,925,637
1989,7,GOLD,288,273
1989,7,MALL,7577,2390
1989,7,MERG,51,54
1989,7,NOPI,1509,799
1989,7,NSHO,2012,902
1989,7,RNDU,1046,607
1989,7,SCAU,3132,2228
1989,7,SWAN,600,296
1989,8,AGWT,30578,8365
1989,8,AMWI,16508,4273
1989,8,BUFF,1601,1052
1989,8,CAGO,4972,4972
1989,8,GADW,3919,2845
1989,8,GOLD,1552,1053
1989,8,MALL,32778,7648
1989,8,MERG,1919,1222
1989,8,NOPI,34243,9047
1989,8,NSHO,13867,8217
1989,8,SCAU,56362,22323
1989,8,SWAN,37125,14175
1989,9,AGWT,115430,23479
1989,9,AMWI,72979,15651
1989,9,BUFF,1141,876
1989,9,CAGO,103707,103707
1989,9,CANV,8961,3467
1989,9,GOLD,8115,3923
1989,9,MALL,59866,12082
1989,9,MERG,2085,1147
1989,9,NOPI,272918,67558
1989,9,NSHO,62817,12798
1989,9,SCAU,167157,33330
1989,9,SWAN,143742,97702
1989,10,AGWT,9193,3384
1989,10,AMWI,8965,7396
1989,10,CAGO,11119,11119
1989,10,CANV,4014,3768
1989,10,MALL,5511,6660
1989,10,MERG,700,633
1989,10,NOPI,107526,83072
1989,10,NSHO,6254,5862
1989,10,SCAU,25563,15792
1989,10,SWAN,11275,8466
1989,11,AGWT,14904,5589
1989,11,AMWI,60271,14253
1989,11,BUFF,829,576
1989,11,CAGO,32189,32189
1989,11,CANV,8949,4184
1989,11,GOLD,1607,1041
1989,11,MALL,28590,7134
1989,11,MERG,1136,651
1989,11,NOPI,125648,41937
1989,11,NSHO,14785,6645
1989,11,SCAU,59972,13104
1989,11,SWAN,7468,1409
1989,12,AGWT,4292,1655
1989,12,AMWI,58490,14009
1989,12,CANV,15177,7885
1989,12,GADW,996,474
1989,12,GOLD,14995,5414
1989,12,MALL,6890,1488
1989,12,MERG,418,396
1989,12,NOPI,21130,9479
1989,12,NSHO,9551,1773
1989,12,REDH,1700,1605
1989,12,RNDU,1982,1194
1989,12,SCAU,67294,28912
1989,12,SWAN,1368,144
1989,13,AGWT,10753,6601
1989,13,AMWI,42594,17411
1989,13,BUFF,4852,2350
1989,13,BWTE,2826,2826
1989,13,CAGO,1516,1516
1989,13,CANV,42285,15737
1989,13,GOLD,12851,7029
1989,13,MALL,24765,7214
1989,13,NOPI,24824,13624
1989,13,NSHO,1914,1914
1989,13,REDH,426,426
1989,13,RNDU,1655,1072
1989,13,SCAU,42773,8286
1989,13,SWAN,8910,2887
1989,14,AGWT,71598,30939
1989,14,AMWI,178274,38209
1989,14,BUFF,30771,12069
1989,14,CAGO,12021,12021
1989,14,CANV,3380,2520
1989,14,GOLD,12538,6360
1989,14,MALL,60083,12131
1989,14,MERG,554,519
1989,14,NOPI,46300,12461
1989,14,NSHO,3035,3010
1989,14,RNDU,6997,4795
1989,14,SCAU,924444,184360
1989,14,SWAN,31730,9226
1989,15,AGWT,43980,40416
1989,15,AMWI,40650,19678
1989,15,BUFF,26876,16496
1989,15,CAGO,49104,49104
1989,15,GOLD,6739,2453
1989,15,MALL,78015,62154
1989,15,MERG,5950,1634
1989,15,NOPI,7466,5614
1989,15,NSHO,3262,2459
1989,15,RNDU,3761,2843
1989,15,SCAU,240126,56974
1989,16,AGWT,76790,49786
1989,16,AMWI,45628,13714
1989,16,BUFF,43316,23636
1989,16,CAGO,15230,15230
1989,16,GOLD,13237,10726
1989,16,MALL,16748,4032
1989,16,MERG,12467,9825
1989,16,NOPI,9776,3483
1989,16,SCAU,279355,96410
1989,16,SWAN,9178,5293
1989,17,AGWT,280772,90077
1989,17,AMCO,8751,3770
1989,17,AMWI,138664,42611
1989,17,BUFF,75075,19288
1989,17,BWTE,4792,4785
1989,17,CAGO,41141,41141
1989,17,CANV,24702,20520
1989,17,GADW,7054,3218
1989,17,GOLD,13409,7297
1989,17,MALL,134878,31561
1989,17,MERG,16576,17269
1989,17,NOPI,40852,12217
1989,17,NSHO,90875,24780
1989,17,REDH,14445,14423
1989,17,RNDU,27127,10106
1989,17,RUDU,23453,18271
1989,17,SCAU,338096,86156
1989,17,SWAN,465,455
1989,18,AGWT,20452,15766
1989,18,AMCO,2045,2045
1989,18,AMWI,16203,8387
1989,18,BUFF,38455,10008
1989,18,GADW,7913,2317
1989,18,GOLD,3134,2456
1989,18,MALL,16653,6128
1989,18,MERG,3320,3446
1989,18,NOPI,13887,10632
1989,18,NSHO,3034,2328
1989,18,RNDU,8744,3719
1989,18,RUDU,2579,1973
1989,18,SCAU,200397,67726
1989,20,AGWT,21042,6948
1989,20,AMCO,78661,30514
1989,20,AMWI,15388,3582
1989,20,BUFF,4109,1874
1989,20,BWTE,17016,13710
1989,20,CANV,9360,4630
1989,20,GADW,1879,1479
1989,20,GOLD,5208,1842
1989,20,MALL,24287,8033
1989,20,MERG,1577,882
1989,20,NOPI,14012,7580
1989,20,NSHO,16207,4257
1989,20,REDH,2725,938
1989,20,RNDU,1868,1100
1989,20,RUDU,1225,1178
1989,20,SCAU,17635,4339
